IATA,Airport name,Country,City
DOG,Dongola Airport,Sudan,Dongola
DOH,Hamad International Airport,Qatar,Doha
DOI,Doini Airport,Papua New Guinea,Castori Islets
DOL,Deauville Normandie airport,France,Deauville
DOM,Douglas-Charles Airport,Dominica,Marigot
DON,Dos Lagunas Airport,Guatemala,Dos Lagunas
DOO,Dorobisoro Airport,Papua New Guinea,Dorobisoro
DOP,Dolpa Airport,Nepal,Dolpa
DOR,Dori Airport,Burkina Faso,Dori
DOU,Dourados Airport,Brazil,Dourados
DOV,Dover Air Force Base,United States of America,Dover
DOX,Dongara Airport,Australia,Port Denison
DOY,Dongying Shengli Airport,China,Dongying (Kenli)
DPA,Dupage Airport,United States of America,Chicago/West Chicago
DPB,Pampa Guanaco Airport,Chile,Bahia Inutil
DPE,Dieppe-Saint-Aubin Airport,France,Saint-Aubin-sur-Scie
DPG,Michael AAF (Dugway Proving Ground) Airport,United States of America,Dugway Proving Ground
DPL,Dipolog Airport,Philippines,Dipolog
DPO,Devonport Airport,Australia,Devonport
DPS,Denpasar I Gusti Ngurah Rai International Airport,Indonesia,"Kuta, Badung"
DPT,Deputatskiy Airport,Russia,Deputatskiy
DQA,Daqing Sartu Airport,China,Daqing
DQM,Duqm International Airport,Oman,Duqm
DRA,Desert Rock Airport,United States of America,Mercury
DRB,Derby Airport,Australia,Derby
DRC,Dirico Airport,Angola,Dirico
DRD,Dorunda Airport,Australia,Dorunda Outstation
DRE,Drummond Island Airport,United States of America,Drummond Island
DRF,Drift River Airport,United States of America,Kenai
DRG,Deering Airport,United States of America,Deering
DRH,Dabra Airport,Indonesia,Dabra
DRI,Beauregard Regional Airport,United States of America,DeRidder
DRJ,Drietabbetje Airport,Suriname,Drietabbetje
DRK,Drake Bay Airport,Costa Rica,Puntarenas
DRN,Dirranbandi Airport,Australia,
DRO,Durango La Plata County Airport,United States of America,Durango
DRP,Bicol International Airport,Philippines,Legazpi
DRR,Durrie Airport,Australia,
DRS,Dresden Airport,Germany,Dresden
DRT,Del Rio International Airport,United States of America,Del Rio
DRU,Drummond Airport,United States of America,Drummond
DRV,Dharavandhoo Airport,Maldives,Baa Atoll
DRW,Darwin International Airport / RAAF Darwin,Australia,Darwin
DRY,Drysdale River Airport,Australia,Drysdale River
DSC,Dschang Airport,Cameroon,Dschang
DSD,La Désirade Airport,Guadeloupe,Grande Anse
DSE,Kombolcha Airport,Ethiopia,Dessie
DSG,Dilasag Airport,Philippines,Dilasag
DSI,Destin Executive Airport,United States of America,Destin
DSK,Dera Ismael Khan Airport [IN-ACTIVE],Pakistan,Dera Ismael Khan
DSM,Des Moines International Airport,United States of America,Des Moines
DSN,Ordos Ejin Horo Airport,China,Ordos
DSO,Sondok Airport,North Korea,Sŏndŏng-ni
DSS,Blaise Diagne International Airport,Senegal,Dakar
DSV,Dansville Municipal Airport,United States of America,Dansville
DSX,Dongsha Island (Pratas Island) Airport,Taiwan,Kaohsiung (Cijin - Pratas Island)
DTA,Delta Municipal Airport,United States of America,Delta
DTB,Silangit Airport,Indonesia,Siborong-Borong
DTD,Datadawai Airport,Indonesia,Datadawai-Borneo Island
DTE,Daet Airport,Philippines,Daet
DTH,Furnace Creek Airport,United States of America,Death Valley
DTI,Diamantina Airport,Brazil,Diamantina
DTL,Detroit Lakes Airport,United States of America,Detroit Lakes
DTM,Dortmund Airport,Germany,Dortmund
DTN,Shreveport Downtown Airport,United States of America,Shreveport
DTR,Decatur Shores Airport,United States of America,Decatur
DTU,Wudalianchi Dedu Airport,China,Heihe
DTW,Detroit Metropolitan Wayne County Airport,United States of America,Detroit
DUA,Durant Regional Airport - Eaker Field,United States of America,Durant
DUB,Dublin Airport,Ireland,Dublin
DUC,Halliburton Field,United States of America,Duncan
DUD,Dunedin International Airport,New Zealand,Dunedin
DUE,Dundo Airport,Angola,Chitato
DUF,Pine Island Airport,United States of America,Corolla
DUG,Bisbee Douglas International Airport,United States of America,Douglas Bisbee
DUJ,DuBois Regional Airport,United States of America,Dubois
DUK,Mubatuba Airport,South Africa,Mubatuba
DUM,Pinang Kampai Airport,Indonesia,Dumai
DUQ,Duncan Airport,Canada,Duncan
DUR,King Shaka International Airport,South Africa,Durban
DUS,Düsseldorf Airport,Germany,Düsseldorf
DUT,Tom Madsen (Dutch Harbor) Airport,United States of America,Unalaska
DVD,Andavadoaka Airport,Madagascar,Andavadoaka
DVK,Diavik Airport,Canada,Diavik
DVL,Devils Lake Regional Airport,United States of America,Devils Lake
DVN,Davenport Municipal Airport,United States of America,Davenport
DVO,Francisco Bangoy International Airport,Philippines,Davao
DVP,Davenport Downs Airport,Australia,
DVR,Daly River Airport,Australia,Nauiyu
DVT,Phoenix Deer Valley Airport,United States of America,Phoenix
DWA,Dwangwa Airport,Malawi,Dwangwa
DWB,Soalala Airport,Madagascar,Soalala
DWC,Al Maktoum International Airport,United Arab Emirates,Jebel Ali
DWD,King Salman Abdulaziz Airport,Saudi Arabia,Dawadmi
DWH,David Wayne Hooks Memorial Airport,United States of America,Houston
DWR,Dwyer Airport,Afghanistan,Reg
DXB,Dubai International Airport,United Arab Emirates,Dubai
DXD,Dixie Airport,Australia,New Dixie
DXE,Bruce Campbell Field,United States of America,Madison
DXJ,Xiangxi Biancheng Airport,China,Xiangxi
DXR,Danbury Municipal Airport,United States of America,Danbury
DYA,Dysart Airport,Australia,
DYG,Zhangjiajie Hehua International Airport,China,Zhangjiajie (Yongding)
DYL,Doylestown Airport,United States of America,Doylestown
DYM,Diamantina Lakes Airport,Australia,Diamantina Lakes
DYR,Ugolny Yuri Ryktheu Airport,Russia,Anadyr
DYS,Dyess Air Force Base,United States of America,Abilene
DYU,Dushanbe International Airport,Tajikistan,Dushanbe
DYW,Daly Waters Airport,Australia,Daly Waters
DZA,Dzaoudzi Pamandzi International Airport,Mayotte,Dzaoudzi
DZH,Dazhou Jinya Airport,China,Dazhou (Dachuan)
DZN,Zhezkazgan National Airport,Kazakhstan,Zhezkazgan
DZO,Santa Bernardina International Airport,Uruguay,Durazno
EAA,Eagle Airport,United States of America,Eagle
EAB,Abs Airport,Yemen,Abs
EAE,Siwo Airport,Vanuatu,Emae Island
EAL,Elenak Airport,Marshall Islands,Mejato Island
EAM,Najran Domestic Airport,Saudi Arabia,Najran
EAN,Phifer Airfield,United States of America,Wheatland
EAR,Kearney Regional Airport,United States of America,Kearney
EAS,San Sebastián Airport,Spain,Hondarribia
EAT,Pangborn Memorial Airport,United States of America,Wenatchee
EAU,Chippewa Valley Regional Airport,United States of America,Eau Claire
EAX,Eduard Alexander Gummels Airport,Suriname,Kwatta
EBA,Marina di Campo Airport,Italy,Campo nell'Elba (LI)
EBB,Entebbe International Airport,Uganda,Kampala
EBD,El-Obeid Airport,Sudan,El-Obeid
EBG,El Bagre Airport,Colombia,El Bagre
EBH,El Bayadh Airport,Algeria,El Bayadh
EBJ,Esbjerg Airport,Denmark,Esbjerg
EBL,Erbil International Airport,Iraq,Arbil
EBM,El Borma Airport,Tunisia,El Borma
EBN,Ebadon Airport,Marshall Islands,Ebadon Island
EBO,Ebon Airport,Marshall Islands,Ebon Atoll
EBS,Webster City Municipal Airport,United States of America,Webster City
EBU,Saint-Étienne-Bouthéon Airport,France,"Andrézieux-Bouthéon, Loire"
EBW,Ebolowa Airport,Cameroon,Ebolowa
ECA,Iosco County Airport,United States of America,East Tawas
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,United States of America,Elizabeth City
ECH,Echuca Airport,Australia,
ECI,Costa Esmeralda Airport,Nicaragua,Tola
ECN,Nicosia (Lefkoşa) Ercan International Airport,Cyprus,Tymbou (Kirklar)
ECO,El Encanto Airport,Colombia,El Encanto
ECP,Northwest Florida Beaches International Airport,United States of America,Panama City Beach
ECR,El Charco Airport,Colombia,El Charco
ECS,Mondell Field,United States of America,Newcastle
ECV,Cuatro Vientos Airport,Spain,Madrid
EDB,Al Dabbah Airport,Sudan,Al Dabbah
EDD,Erldunda Airport,Australia,Ghan
EDE,Northeastern Regional Airport,United States of America,Edenton
EDF,Elmendorf Air Force Base,United States of America,Anchorage
EDI,Edinburgh Airport,United Kingdom,Edinburgh
EDK,Captain Jack Thomas El Dorado Airport,United States of America,El Dorado
EDL,Eldoret International Airport,Kenya,Eldoret
EDM,La Roche-sur-Yon Les Ajoncs Airport,France,La Roche-sur-Yon
EDN,Yedinka Airport,Russia,Yedinka
EDO,Balıkesir Koca Seyit Airport,Turkey,Edremit
EDQ,Erandique Airport,Honduras,Erandique
EDR,Pormpuraaw Airport,Australia,Pormpuraaw
EDW,Edwards Air Force Base,United States of America,Edwards
EEA,Planalto Serrano Regional Airport,Brazil,Correia Pinto
EED,Needles Airport,United States of America,Needles
EEK,Eek Airport,United States of America,Eek
EEN,Dillant Hopkins Airport,United States of America,Keene
EES,Berenice International Airport / Banas Cape Air Base,Egypt,Berenice Troglodytica
EFD,Ellington Airport,United States of America,Houston
EFG,Efogi Airport,Papua New Guinea,Efogi
EFK,Northeast Kingdom International Airport,United States of America,Newport
EFL,Kefallinia Airport,Greece,Kefallinia Island
EFW,Jefferson Municipal Airport,United States of America,Jefferson
EGA,Engati Airstrip,Papua New Guinea,Engati
EGC,Bergerac Dordogne-Périgord airport,France,Bergerac
EGE,Eagle County Regional Airport,United States of America,Eagle
EGH,El Jora Airport,Egypt,El Jora
EGI,Duke Field,United States of America,Crestview
EGL,Negele Airport,Ethiopia,Negele Borana
EGM,Sege Airport,Solomon Islands,Sege
EGN,Geneina Airport,Sudan,Geneina
EGO,Belgorod International Airport,Russia,Belgorod
EGP,Maverick County Memorial International Airport,United States of America,Eagle Pass
EGS,Egilsstaðir Airport,Iceland,Egilsstaðir
EGV,Eagle River Union Airport,United States of America,Eagle River
EGX,Egegik Airport,United States of America,Egegik
EHL,El Bolsón Airfield,Argentina,El Bolsón
EHM,Cape Newenham LRRS Airport,United States of America,Cape Newenham
EHU,Ezhou Huahu Airport,China,Ezhou
EIB,Eisenach-Kindel Airport,Germany,Hörselberg-Hainich
EIE,Yeniseysk Airport,Russia,Yeniseysk
EIH,Einasleigh Airport,Australia,Einasleigh
EIK,Yeysk Airport,Russia,Yeysk
EIL,Eielson Air Force Base,United States of America,Fairbanks
EIN,Eindhoven Airport,Netherlands,Eindhoven
EIS,Terrance B. Lettsome International Airport,British Virgin Islands,Beef Island
EIY,Ein Yahav Airfield,Israel,Sapir
EJA,Yariguíes Airport,Colombia,Barrancabermeja
EJH,Al Wajh Domestic Airport,Saudi Arabia,Al Wajh
EJN,Ejin Banner Taolai Airport,China,Ejin Banner
EJT,Enejit Airport,Marshall Islands,Enejit Island
EKA,Murray Field,United States of America,Eureka
EKB,Ekibastuz Airport,Kazakhstan,Ekibastuz
EKD,Elkedra Airport,Australia,
EKI,Elkhart Municipal Airport,United States of America,Elkhart
EKN,Elkins-Randolph County Regional Airport,United States of America,Elkins
EKO,Elko Regional Airport,United States of America,Elko
EKS,Shakhtyorsk Airport,Russia,Shakhtyorsk
EKT,Eskilstuna Airport,Sweden,Eskilstuna
EKX,Addington Field / Elizabethtown Regional Airport,United States of America,Elizabethtown
ELA,Eagle Lake Airport,United States of America,Eagle Lake
ELB,Las Flores Airport,Colombia,El Banco
ELC,Elcho Island Airport,Australia,Elcho Island
ELD,South Arkansas Regional Airport at Goodwin Field,United States of America,El Dorado
ELE,EL Real Airport,Panama,El Real de Santa María
ELF,El Fasher Airport,Sudan,El Fasher
ELG,El Golea Airport,Algeria,El Menia
ELH,North Eleuthera Airport,Bahamas,North Eleuthera
ELI,Elim Airport,United States of America,Elim
ELJ,El Recreo Airport,Colombia,Ruperto Polania
ELK,Elk City Regional Business Airport,United States of America,Elk City
ELL,Ellisras Matimba Airport,South Africa,Ellisras
ELM,Elmira Corning Regional Airport,United States of America,Elmira/Corning
ELN,Bowers Field,United States of America,Ellensburg
ELO,El Dorado Airport,Argentina,El Dorado
ELP,El Paso International Airport,United States of America,El Paso
ELQ,Gassim Airport,Saudi Arabia,Buraidah
ELR,Elelim Airport,Indonesia,Elelim
ELS,King Phalo Airport,South Africa,East London
ELT,At Tur Airport,Egypt,At Tur
ELU,Guemar Airport - مطار قمار بالوادي,Algeria,Guemar
ELY,Ely Airport Yelland Field,United States of America,Ely
ELZ,Wellsville Municipal Airport - Tarantine Field,United States of America,Wellsville
EMA,East Midlands Airport,United Kingdom,Nottingham
EMD,Emerald Airport,Australia,Emerald
EME,Emden Airport,Germany,Emden
EMG,Empangeni Airport,South Africa,Empangeni
EMI,Emirau Airport,Papua New Guinea,Emirau Island
EMK,Emmonak Airport,United States of America,Emmonak
EMM,Kemmerer Municipal Airport,United States of America,Kemmerer
EMN,Néma Airport,Mauritania,Néma
EMO,Emo River Airstrip,Papua New Guinea,Emo Mission
EMP,Emporia Municipal Airport,United States of America,Emporia
EMS,Embessa Airport,Papua New Guinea,Embessa
EMT,San Gabriel Valley Airport,United States of America,El Monte
EMX,El Maitén Airport,Argentina,El Maitén
EMY,El Minya Airport,Egypt,El Minya
ENA,Kenai Municipal Airport,United States of America,Kenai
ENB,Eneabba Airport,Australia,Eneabba
ENC,Nancy-Essey Airport,France,"Tomblaine, Meurthe-et-Moselle"
END,Vance Air Force Base,United States of America,Enid
ENE,H. Hasan Aroeboesman (Ende) Airport,Indonesia,Ende
ENF,Enontekio Airport,Finland,Enontekio
ENH,Enshi Xujiaping Airport,China,Enshi (Enshi)
ENI,El Nido Airport,Philippines,El Nido
ENJ,El Naranjo Airport,Guatemala,El Naranjo
ENK,Enniskillen/St Angelo Airport,United Kingdom,"Enniskillen, Fermanagh and Omagh"
ENL,Centralia Municipal Airport,United States of America,Centralia
ENN,Nenana Municipal Airport,United States of America,Nenana
ENO,Aeropuerto Internacional Tte. Amín Ayub González,Paraguay,Encarnación
ENS,Twente Airport,Netherlands,Enschede
